Study_hours_per_week,Sleep_hours_per_day,Attendance_percentage,Assignments_completed,Final_grade,participation_level_Low,participation_level_Medium,internet_access_Yes,parental_education_High School,parental_education_Master's,parental_education_PhD,Extra-Classes,part_time_job_Yes
0.657388594,0.544426754,0.676197375,1,79.52409578,0,1,1,0,1,0,0,0
0.345849213,0.404250276,0.667572717,0.333333333,55.64185224,0,0,1,0,0,0,0,1
0.535627341,0.751151225,0.920765414,1,80.80904585,0,1,1,0,1,0,1,0
0.410745669,0.32107854,0.779442452,0.444444444,57.5089697,1,0,1,0,0,0,1,1
0.408164244,0.462625671,0.663894428,0.666666667,59.1152263,1,0,1,0,0,0,0,1
0.62757392,0.412053788,0.858767725,0.222222222,69.08913463,0,0,1,0,0,0,1,0
0.582013836,0.789395577,0.991129384,0.555555556,59.57281082,0,1,0,0,1,0,1,1
0.580029384,0.539310955,0.798659886,0.777777778,72.29952369,0,1,1,0,0,1,0,0
0.662024246,0.706368908,0.672075005,0.666666667,69.84598022,0,1,1,1,0,0,1,0
0.447945085,0.202887925,0.366354357,0,46.58630812,0,1,1,1,0,0,1,1
0.558103273,0.553410053,0.423402323,0.555555556,67.46699406,0,1,1,0,0,1,1,1
0.392733318,0.677926159,0.599106228,0.444444444,62.18155633,0,1,1,0,0,0,1,0
0.49847217,0.516456798,0.528747919,0.111111111,58.55303869,0,0,1,0,0,0,1,1
0.422753935,0.713096075,0.62644915,0.555555556,61.70476403,0,1,1,0,0,0,0,0
0.460610439,0.39654231,0.682780013,1,65.76192891,0,1,1,1,0,0,1,0
0.543637282,0.781869488,0.792158458,0.222222222,64.90660122,1,0,0,0,1,0,1,0
0.308074331,0.959779625,0.653380292,0.111111111,60.94769523,0,1,1,0,1,0,1,0
0.793175657,0.427432288,0.782171674,0.666666667,68.00706134,0,1,1,0,0,0,0,1
0.276774881,0.410899496,0.684589216,0.111111111,50.55660111,0,1,1,0,0,0,1,1
0.242079676,0.790676895,0.212907673,0.333333333,53.604889,1,0,1,0,1,0,1,1
0.637462923,0.815914429,0.452485168,0.555555556,74.05573898,0,0,1,1,0,0,0,0
0.576388227,0.395427995,0.636364864,0.888888889,62.83732285,0,1,1,0,1,0,1,0
0.548464414,0.415962637,0.389971833,0.555555556,64.37140868,0,1,1,0,0,0,1,1
0.549168696,0.443643078,0.80839864,0.111111111,67.44173077,0,0,1,0,0,0,1,1
0.442403316,0.231109898,1,0.333333333,62.11461397,0,1,1,0,0,1,1,0
0.294902049,0.316269611,0.951487172,0.666666667,65.33736407,0,0,1,0,1,0,1,0
0.457078537,0.299171847,0.620328311,0.666666667,61.37640538,0,1,1,0,0,0,0,0
0.331584159,0.346440487,1,0.333333333,59.65703639,0,1,1,0,1,0,1,0
0.6069644,0.493063023,0.704056595,0.777777778,72.46724429,0,0,0,0,0,0,1,0
0.419934881,0.546842947,0.591739166,0.333333333,52.60546807,0,1,0,0,0,0,1,0
0.306861578,0.810100099,0.527848355,0.111111111,59.29283994,0,1,1,0,0,1,1,0
0.390880138,0.300329192,0.599743252,0.111111111,66.49222905,0,0,1,0,1,0,1,0
0.513266353,0.69686448,0.57992578,0.555555556,63.6890303,0,1,1,0,0,0,0,0
0.350490352,0.457202231,0.709085413,0.666666667,64.17692278,0,1,1,0,0,0,1,1
0.307407712,0.490107258,0.706809659,0.777777778,57.10856426,0,1,0,1,0,0,0,1
0.48505898,0.634963898,0.67038555,1,69.33992731,0,0,1,1,0,0,1,0
0.485272206,0.275455596,0.770711452,0.888888889,73.44088162,0,0,1,0,0,0,1,0
0.359953915,0.576481949,0.944986201,0.555555556,66.67768546,0,1,1,0,1,0,1,0
0.36593806,0.533290442,0.889240121,0.888888889,63.77948539,0,1,1,0,0,0,1,1
0.483119434,0.598490253,0.326338481,0,64.76110392,0,0,1,0,1,0,1,0
0.203097054,0.557833729,0.079155596,1,57.49643188,1,0,1,1,0,0,1,0
0.209867149,0.991060028,0.885717616,0.777777778,66.06343447,0,1,1,0,0,0,0,1
0.324703741,0.372452003,0.353627266,0.666666667,66.40148257,0,0,1,1,0,0,1,0
0.408869919,0.393800609,0.61771028,0.777777778,70.04731545,0,0,1,0,0,0,1,0
0.496262372,0.375371895,0.399124041,0.333333333,59.15456182,0,0,1,1,0,0,1,0
0.690337147,0.388904576,0.253021679,1,73.97792259,0,1,1,0,0,1,1,0
0.587387715,0.372522575,0.794879948,0.333333333,68.52864216,1,0,1,1,0,0,1,0
0.417788023,0.737803306,0.845215474,0.888888889,77.26455398,0,1,1,0,0,1,1,0
0.441275076,0.78410085,0.536378699,0.444444444,69.32044506,0,1,0,0,0,0,1,0
0.277356217,0.385850741,0.070572326,0.444444444,58.90786533,0,1,0,0,0,1,0,0
0.441358922,0.333528885,0.543376888,0.444444444,61.47652858,0,0,0,0,0,0,0,0
0.396334671,0.594283111,0.760275389,0,59.56310803,1,0,1,0,0,1,1,0
0.498230871,0.389555391,0.327722675,0.222222222,58.6755322,0,0,1,1,0,0,1,1
0.306572621,0.626586364,0.712078295,0.444444444,57.45703764,0,1,1,0,1,0,0,0
0.531002197,0.540584604,0.666141249,1,75.88610344,0,1,1,0,0,1,1,0
0.69990093,0.196851177,0.803626835,0.666666667,64.90931445,1,0,0,1,0,0,1,0
0.426317753,0.80950104,0.697330987,0.111111111,59.55565238,0,1,1,1,0,0,1,0
0.511396398,0.859175535,0.444685192,1,67.47173678,1,0,1,0,0,0,1,1
0.559468443,0.377442262,0.94635625,0.666666667,76.34243583,0,0,0,0,0,1,1,0
0.377574366,0.422459688,0.633025535,0.222222222,56.51903739,0,0,1,0,0,0,1,1
0.481793191,0.557173078,0.663367799,0.222222222,57.76994264,0,1,1,0,0,0,1,1
0.446543178,0.566891358,0.453888099,0.444444444,58.60582547,0,1,1,1,0,0,1,0
0.460723794,0.631708855,0.567184129,1,67.09628194,0,0,1,1,0,0,0,1
0.31560948,0.902040908,0.465094385,0.777777778,65.02008274,0,1,1,0,1,0,1,0
0.448529473,0.464610555,0.62969211,0.777777778,58.79454883,1,0,1,1,0,0,1,0
0.52744416,0.340340551,1,0.222222222,67.27926615,0,1,1,0,0,0,1,0
0.686301712,0.224136154,0.352465961,0.444444444,68.26605739,0,0,1,0,0,1,0,0
0.604322915,0.353813992,0.29658852,0.222222222,52.00579722,1,0,1,1,0,0,0,1
0.803308187,0.493374605,1,0.888888889,74.74957401,0,1,1,0,1,0,0,1
0.316553184,0.858911573,0.621280764,0.444444444,70.20510703,0,0,1,1,0,0,1,0
0.589831217,0.39647774,0.514976146,0.666666667,65.98276485,1,0,1,0,0,0,0,0
0.475001445,0.54475759,0.910131259,0.444444444,59.43318493,1,0,0,1,0,0,0,0
0.8094116,0.496715421,0.529648918,0.555555556,74.74945711,0,1,1,0,1,0,1,0
0.309728064,0.737678655,1,0.333333333,63.65248937,0,0,1,0,0,0,1,1
0.304490804,1,0.826433383,0,57.4745152,0,1,1,0,0,0,1,0
0.34454567,0.393826245,0.556864836,0.333333333,66.83805071,0,0,1,0,0,0,0,0
0.090461824,0.402112111,1,0.333333333,48.7774931,0,1,1,1,0,0,1,1
0.356818607,0.708832175,0.529625938,1,65.75967857,1,0,1,0,1,0,1,1
0.317922334,0.636378298,0.841270856,0.222222222,63.48466574,0,0,1,0,0,0,0,1
0.469510076,0.869341465,0.738884608,0.222222222,61.76055947,0,1,1,0,1,0,0,1
0.501403774,0.616785637,0.970673938,0.333333333,67.38591667,0,1,1,1,0,0,0,0
0.757139584,0.428141582,1,0.333333333,67.60969608,0,1,0,0,1,0,0,1
0.602848417,0.618130966,0.677081339,0.666666667,71.72409637,0,1,1,1,0,0,1,1
0.348293835,0.721740716,0.4954736,1,56.09119403,1,0,0,0,0,0,0,1
0.294708666,0.664096436,0.776037439,0.777777778,57.05827829,1,0,1,1,0,0,1,0
0.526430973,0.601454806,0.512977769,0.222222222,62.14397417,0,1,1,0,1,0,0,0
0.224405577,0.713334938,1,0.777777778,67.80903548,0,0,1,0,0,0,1,1
0.749687572,0.733859118,0.701251367,1,80.0723492,0,1,1,0,1,0,0,0
0.641017798,0.776431798,0.585210447,0.111111111,66.99545457,0,0,1,0,1,0,0,1
0.366248502,0.629741978,0.712383599,0.555555556,56.56897113,0,1,1,1,0,0,0,0
0.158922023,0.466576384,0.35819448,0.555555556,54.26698154,0,1,1,0,0,0,1,1
0.67008984,0.529342737,0.445021599,0.444444444,68.17722256,1,0,1,1,0,0,1,0
0.42535447,0.741301793,0.947244703,0.333333333,62.0568267,1,0,1,0,0,0,0,0
0.650747163,0.336612866,0.517792087,0.333333333,67.91569439,0,1,1,0,1,0,1,0
0.178706501,0.573734662,0.427611203,0.555555556,61.50990344,0,0,1,0,1,0,0,1
0.344548607,0.421332238,0.79376777,0.666666667,68.6581199,0,0,1,0,0,0,1,0
0.445318394,0.505748965,0.943843468,0.888888889,75.78213724,0,0,1,0,0,0,0,0
0.452274543,0.755690373,0.835919876,0.888888889,70.17573663,0,1,1,0,0,0,1,1
0.369433533,0.538219814,0.899990505,0.333333333,63.15088787,0,0,1,1,0,0,0,0
0.548252767,0.50928731,0.494692709,0.555555556,61.48108049,0,1,1,0,1,0,0,1
0.266507706,0.228028772,0.340925724,0.777777778,50.53925521,1,0,1,0,0,0,1,1
0.42071453,0.649250713,1,0.333333333,65.90097255,0,0,0,0,1,0,1,1
0.464493716,0.629096836,0.595070197,0.444444444,62.59207632,0,1,1,1,0,0,1,0
0.53018425,0.932650945,0.611682844,0.333333333,64.8475049,1,0,1,0,0,0,1,0
0.563046924,0.438444353,0.976790449,0.555555556,69.72992152,0,1,1,0,0,0,1,0
0.257004096,0.543830066,0.798294485,0.555555556,58.99915312,0,1,1,1,0,0,0,1
0.188758749,0.549876737,0.775093038,1,72.73246701,0,0,1,0,0,0,1,0
0.657390581,0.815490656,1,0.222222222,69.9302169,0,1,1,0,1,0,1,1
0.499830113,0.480940894,0.520884939,0.666666667,67.98133126,0,0,1,0,1,0,1,0
0.319696688,0.555804305,0.88421934,0.555555556,58.51488243,1,0,1,0,0,0,1,0
0.702969774,0.621579302,0.682863993,0.888888889,72.494619,0,1,1,0,0,0,1,1
0.46372355,0.537321825,0.731785988,0.444444444,56.92572105,0,1,1,1,0,0,0,0
0.640993975,0.410713277,1,0.555555556,75.19549077,0,1,1,0,1,0,0,0
0.455697525,0.538817999,0.787104614,0.111111111,60.27947809,0,1,1,1,0,0,1,0
0.787902432,0.71472635,0.794147745,0.444444444,83.02274123,0,0,1,0,0,1,1,0
0.737001252,0.29469694,0.917669746,0.555555556,77.62758722,0,0,1,0,0,0,0,0
0.40295042,0.526593935,0.585295727,1,70.43096148,0,0,1,0,0,0,1,0
0.606372936,0.359975837,0.475636552,0.555555556,75.29038169,0,0,1,0,0,1,1,0
0.552007103,0.739009326,0.428097186,0.444444444,63.26792783,0,0,0,1,0,0,1,1
0.672549704,0.195362619,0.21501411,0.666666667,64.53083471,0,1,1,0,0,0,1,0
0.283623868,0.388215631,1,0.666666667,63.69711616,0,0,1,0,0,0,0,0
0.558786354,0.575442375,0.414593946,0.777777778,68.77943465,0,1,1,1,0,0,0,1
0.620848526,0.813104806,0.618522284,0.111111111,62.16388469,0,1,1,0,0,0,1,1
0.151321197,0.486849948,0.605675602,0.222222222,57.73408052,0,1,1,0,1,0,1,0
0.247234692,0.388960095,0.740760779,0.777777778,57.25772874,0,1,1,0,1,0,0,0
0.104572415,0.876231414,0.858298553,1,65.29719116,0,1,0,1,0,0,0,0
0.399543305,0.21039722,0.868642615,1,73.95499292,0,0,1,0,0,1,0,1
0.56403482,0.060238809,0.534860248,0.444444444,59.01916546,0,1,1,1,0,0,0,0
0.694837286,0.58800289,0.631038834,0.555555556,62.09907005,1,0,1,1,0,0,1,1
0.456793575,0.399589155,0.735020261,0.333333333,61.86935893,0,1,1,0,0,0,0,0
0.715880369,0.295753437,0.612178099,0.777777778,71.58304707,1,0,1,1,0,0,0,0
0.214427535,0.641671289,1,0.555555556,49.45162233,1,0,1,1,0,0,1,1
0.160547371,0.548760143,0.783206006,0.222222222,60.88336437,0,1,1,0,0,1,0,0
0.435186495,0.387184274,0.839601983,0.777777778,63.95751586,0,1,1,0,0,0,1,0
0.508455353,0.24393912,0.822954723,1,68.24791522,0,1,1,1,0,0,1,0
0.43899532,0.674491466,0.941015541,0,60.77153239,0,0,0,1,0,0,1,0
0.099870761,0.630040236,0.711537612,0.777777778,65.51596989,0,0,1,0,1,0,1,0
0.429591105,0.480164827,0.369823695,0,57.87048801,0,1,1,0,1,0,1,0
0.227032861,0.869327399,0.76209834,0.222222222,53.70856306,0,1,1,0,0,0,1,1
0.556056536,0.285983047,0.519072459,0.777777778,65.54674418,0,1,1,1,0,0,1,1
0.505544152,0.194894966,0.547452835,1,58.70119919,0,0,0,1,0,0,1,1
0.287797813,0.361618386,0.805262165,0.888888889,60.78183783,1,0,1,1,0,0,1,0
0.358799958,0.490882797,0.95600093,0.333333333,55.73581577,1,0,1,1,0,0,1,0
0.267908857,0.54866789,0.67459972,0.666666667,61.78163372,0,0,1,0,0,0,0,0
0.433997928,0.451752788,0.741090576,0.888888889,67.5719976,0,1,1,1,0,0,1,0
0.603634831,0.570411079,1,0.555555556,59.11504123,1,0,0,0,0,0,1,0
0.28015677,0.249692115,0.725348944,0.333333333,55.25664439,0,1,1,0,0,0,0,0
0.528452197,0.788752921,1,0.111111111,69.00907292,0,0,1,0,0,1,0,0
0.356068175,0.483569764,0.800440151,0.777777778,74.02276133,0,0,1,0,0,1,0,0
0.312298972,0.723459166,0.26255216,1,64.52317868,0,0,0,0,0,0,1,0
0.426606051,0.568545069,0.843871249,0.333333333,58.98578306,0,1,1,0,0,0,1,1
0.271904057,0.591350644,0.757813875,0.333333333,59.44681763,0,1,1,0,0,0,0,0
0.35216956,0.613953456,0.967901911,0.555555556,64.05137719,0,0,1,0,0,0,1,1
0.244798129,0.589541712,0.82533634,0.555555556,64.67193692,0,0,1,0,1,0,1,1
0.771898633,0.628544552,0.637667014,0.777777778,70.91783489,0,1,1,0,0,0,1,0
0.450321703,0.765830506,0.386595167,0.444444444,71.21915266,0,0,1,0,1,0,0,0
0.327823526,0.539304234,0.621350228,0.555555556,67.27118054,1,0,1,0,0,1,1,0
0.480107763,0.641800752,0.473021237,0.555555556,72.90633015,0,1,1,0,0,0,0,0
0.425723103,0.482052861,0.53545079,1,67.36007004,0,1,1,0,0,0,0,0
0.407616178,0.788023443,0.805774182,0.555555556,65.74022062,0,1,1,1,0,0,1,1
0.546805561,0.36472154,1,0.333333333,61.6084635,0,0,1,1,0,0,0,0
0.570695729,0.860188087,0.760938427,0.666666667,72.2532779,1,0,1,0,0,0,0,0
0.356027587,0.49196841,0.393165413,0.333333333,55.58475402,0,1,0,1,0,0,0,0
0.348474738,0.21384498,0.772483661,0.444444444,63.39977479,0,0,1,0,1,0,1,0
0.398602495,0.525620883,0.94637012,0.333333333,68.61159145,0,0,1,1,0,0,0,0
0.060790917,0.363789669,0.528685327,1,50.88856802,1,0,1,0,0,0,1,1
0.191912601,0.66812871,0.638693371,0.111111111,52.93762103,0,1,1,0,0,0,0,0
0.672256822,0.369475204,0.67307749,0.444444444,70.51709879,0,1,1,0,1,0,1,0
0.71860573,0.410763313,0.488194594,0.333333333,58.98734092,1,0,1,0,0,0,1,0
0.402938438,0.122091854,0.819578672,0.777777778,68.25950029,0,0,1,0,1,0,0,1
0.540537272,0.409538736,0.64171523,0,56.17017913,0,0,0,0,0,0,0,0
0.49631947,0.015224135,0.766686846,0.444444444,53.00661048,1,0,1,0,0,0,1,0
0.957591246,0.183219435,0.464472519,0.333333333,58.40643897,1,0,1,1,0,0,1,1
0.631040263,0.652082931,0.568530762,0.444444444,66.63529372,1,0,1,0,0,0,1,0
0.423124846,0.657160032,0.83671252,0.222222222,63.00291717,0,0,1,0,1,0,0,1
0.285187704,0.585091512,0.583473591,0.777777778,54.70168471,1,0,1,0,0,0,0,0
0.176703391,0.306604771,1,0.555555556,57.72483401,0,1,1,0,1,0,0,0
0.47835505,0.490457729,0.577276109,0.333333333,62.01194815,0,1,1,0,0,0,1,0
0.318385987,0.499279492,0.721633546,0.444444444,56.17812079,0,1,1,1,0,0,1,0
0.20740216,0.268327062,0.885317813,0.333333333,40.20040305,1,0,0,1,0,0,0,1
0.336682297,0.80067966,0.341722273,1,73.43032526,0,1,1,0,0,0,0,0
0.264186444,0.675472458,0.262541511,0.666666667,64.40209102,0,0,1,0,1,0,1,0
0.725634717,0.455807165,0.316914208,0.444444444,68.02980684,0,0,1,0,1,0,0,1
0.591384404,0.505377168,0.961619891,0.555555556,72.52582751,0,0,1,0,0,0,1,0
0.443115671,0.541676562,0.542078871,0.555555556,58.85019638,1,0,1,0,0,0,1,0
0.691101801,0.091653026,1,1,71.830361,0,1,1,0,0,0,1,1
0.457339162,0.450564523,0.539214143,0.777777778,62.8502586,0,1,0,0,0,0,1,1
0.300897078,0.36360315,0.71235377,0.888888889,55.99672428,0,1,0,1,0,0,1,1
0.698298457,0.299675998,1,0.666666667,70.74904041,0,0,1,1,0,0,1,0
0.534262785,0.443779941,1,0.222222222,67.03203276,0,1,1,1,0,0,1,0
0.271570085,0.859537305,1,0.333333333,57.4196767,1,0,1,1,0,0,0,0
0.412721331,0.628168572,0.949083464,0.555555556,74.95059385,0,0,1,1,0,0,1,0
0.298508069,0.385764202,0.906468185,0.333333333,55.27100341,0,0,1,1,0,0,1,0
0.213977823,0.614516556,0.806687177,0.777777778,60.37541396,1,0,1,0,0,0,1,0
