"Type","land Mark","Bathroom","categoryName","price","Bedroom","Floor","Kitchen","Living Room","name","location/locationDescription","location/locationLatitude","location/locationLongitude"
"HouseInColony",,"4","For Rent - House","150000","4","2,5","1","1","📍 SUNAKOTHI – FULLY FURNISHED HOUSE FOR RENT","Sunakothi, Lalitpur-25, Lalitpur","27.6345157623291","85.31547546386719"
"House - Individual",,"4","For Sale - House","35000000","3","1","1","2","Urgent House On Sale","Nagarjun, Nagarjun Municipality, Kathmandu","27.704666137695312","85.27542114257812"
"HouseSemiCommercial",,"3","For Rent - Office Space","100000","6","Top Floor","1","0","Tinkune Top floor space on rent- Near Prabhu Cmplx","Subidhanagar, मदन भण्डारी पथ, Kathmandu-32, Kathmandu,  Bagmati Pradesh","27.6859188079834","85.34638977050781"
"ApartmentBuilding",,"1","For Rent - Flat & Apartment","100000","1","3",,"1","📍 JHAMSIKHEL | 1 BHK FURNISHED APARTMENT FOR RENT","Jhamsikhel, Lalitpur-3, Lalitpur","27.682859420776367","85.30198669433594"
"House - Semi Commercial",,,"For Rent - Office Space","50000",,"1",,,"1000 sqr open space rent at balkhu","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"3","For Rent - House","70000000","3","2,5","1","1","📍 HATTIGAUDA 3 BHK FULLY FURNISHED HOUSE FOR SALE","Hattigauda, Golphutar Main Sadak, Budhanilakantha-7, Kathmandu","27.755348205566406","85.34786224365234"
"HouseSemiCommercial",,"4","For Sale - House","9500000","5","2.5","1","1","8 Aana Land with House for Sale at Sankhamul, KTM","Sankhamul Yoga Park, Bagmati Corridor, Kathmandu-31, Kathmandu","27.678874969482422","85.33353424072266"
"ApartmentBuilding",,"2","For Rent - Flat & Apartment","90000","2","3",,"1","JHAMSIKHEL – 2BHK FURNISHED APARTMENT FOR RENT","Jhamsikhel, Lalitpur-3, Lalitpur","27.682859420776367","85.30198669433594"
"HouseIndividual",,"5","For Rent - Flat & Apartment","160000","5","2,5",,"2","📍BANESHWOR 7 BHK SEMI-FURNISHED WHOLE HOUSE RENT","Baneshwor Height, Kathmandu-10, Kathmandu","27.698617935180664","85.33558654785156"
"ApartmentBuilding",,"2","For Rent - Flat & Apartment","130000","2","3",,"1","📍MAHARAJGUNJ |2BHK FULLY FURNISHED APARTMENT RENT","Maharajgunj, Maharajganj Sadak, Kathmandu-3, Kathmandu","27.738969802856445","85.33609771728516"
"Bunglow",,"4","For Rent - House","140000","4","2,5","1","1","📍BUDHANILKANTHA DEUBA NIWAS AREA 4 BHK HOUSE RENT","Budhanilkantha, Budhanilakantha-8, Kathmandu","27.75763511657715","85.35592651367188"
"ApartmentBuilding",,"1","For Rent - Flat & Apartment","165000","1","3",,"1","MAHARAJGUNJ, 1 BHK FURNISHED APARTMENT FOR RENT","Maharajgunj Kathmandu Nepal, Kathmandu-3, Kathmandu","27.73090934753418","85.32611083984375"
"HouseIndividual",,"3","For Sale - House","42000000","7","2.5","1","1","SANEPA – 4 AANA HOUSE ON SALE ","Sanepa Height, Ring Road, Lalitpur-3, Lalitpur","27.674470901489258","85.30223083496094"
"ApartmentBuilding",,"2","For Rent - Flat & Apartment","185000","2","Upper Ground floor",,"1","JHAMSIKHEL – 2BHK FULLY FURNISHED RENT","Jhamsikhel, Lalitpur-3, Lalitpur","27.682859420776367","85.30198669433594"
"ApartmentBuilding",,"1","For Rent - Flat & Apartment","130000","1","1",,"1","THAMEL – STUDIO APARTMENT FOR RENT ","Thamel Apartments By Casa Deyra, Kathmandu-17, Kathmandu","27.712970733642578","85.3064193725586"
"House In a Colony",,"3","For Sale - House","30000000","4","3","1","1","Newly Built House On Sale","Sitapakha, Mahalaxmi, Lalitpur Metropolitan City, Lalitpur","27.647218704223633","85.34137725830078"
"CommercialBuilding",,,"For Rent - Shutter & Shop Space","320000",,,,,"TRIPURESHWOR – SHOWROOM SPACE FOR RENT ","Tripureshwor Christian Church, Kathmandu-11, Kathmandu","27.692699432373047","85.3107681274414"
"LandIndividual",,,"For Sale - Land","60950000",,,,,"UN PARK – 5.3 ANA LAND FOR SALE","Un Park, Gusingal, Lalitpur-1, Lalitpur","27.69146728515625","85.31159210205078"
"ApartmentBuilding",,"1","For Rent - Flat & Apartment","30000","3","Ground",,"1","SANEPA – 3 ROOM FLAT ON RENT","Sanepa Kuleshwor Bridge, Kathmandu-14, Kathmandu","27.69129180908203","85.30223083496094"
"CommercialBuilding",,,"For Rent - Shutter & Shop Space","30000",,,,,"Commercial Space for rent in Banepa","Banepa Tarkari Bazzer, Banepa-7, Kabhrepalanchok","27.62826919555664","85.52594757080078"
"ApartmentBuilding",,"3","For Rent - Flat & Apartment","210000","3","1",,"1","SANEPA – LUXURIOUS 3BHK APARTMENT FOR RENT","Sanepa Kuleshwor Bridge, Kathmandu-14, Kathmandu","27.69129180908203","85.30223083496094"
"LandIndividual",,,"For Sale - Land","20000000",,,,,"Land With House On Sale","Ward Office (biratnagar-4), Biratnagar-4, Morang","26.487180709838867","87.27565002441406"
"CommercialBuilding",,,"For Rent - Office Space","42000",,"2,3",,,"300 sq ft for Rent at lazimpat Ktm ","Lazimpat Sadak","27.728588104248047","85.32481384277344"
"CommercialBuilding",,,"For Rent - Office Space","125000",,"1st and 2nd",,,"SANEPA – OFFICE SPACE FOR RENT ","Sanepa Kuleshwor Bridge, Kathmandu-14, Kathmandu","27.69129180908203","85.30223083496094"
"HouseIndividual",,"4","For Sale - House","29000000","4","2.5","1","1","TIKHIDEWAL KUSUNTI – 3.5 ANA HOUSE FOR SALE ","Tikhidewal, Lalitpur-14, Lalitpur","27.657350540161133","85.31742858886719"
"LandPlotted",,,"For Sale - Land","6300000",,,,,"Land for Sale","122 Banmala Tole Bato 1 Raut Tol,  Raut Tol,   Changunarayan-9, Bhaktapur,  Bagmati Pradesh","27.66934585571289","85.47869110107422"
"HouseIndividual",,"1","For Rent - Flat & Apartment","16000","2","2",,"1","Flat for rent Meghacity height","Megha City, Tokha-2, Kathmandu","27.7668399810791","85.3200912475586"
"HouseIndividual",,"6","For Sale - House","84000000","6","2.5","1","2","Under Construction House For sale at Budlainkantha","Iskcon Temple, Budhanilakantha-1, Kathmandu","27.78860092163086","85.36869812011719"
"LandIndividual",,,"For Sale - Land","7000000",,,,,"10 dhur Land for Sale Itahari  | Jagga Bikri ma","Itahari Halgada, Koshi Rajmarg, Itahari-1, Sunsari","26.66695785522461","87.27366638183594"
"HouseIndividual",,"5","For Sale - House","240000000","6","2.5","1","2","24 Aana House For Sale at Maharajgunj / Chundevi ","Chundevi, Kathmandu-15, Kathmandu","27.714950561523438","85.3006591796875"
"HouseIndividual",,"1","For Rent - Flat & Apartment","23000","1","1",,"1","2 BHK Flat for rent at Bhaisepati lalitpur ","Bhaisepati Complex, Lalitpur-25, Lalitpur","27.654420852661133","85.30513000488281"
"Land - Individual",,,"For Sale - Land","4800000",,,,,"land for sale in budhanilkantha","Location","27.717199325561523","85.3239974975586"
"LandIndividual",,,"For Sale - Land","5000000",,,,,"50 Lakh ma 4.1 aana Jagga Gokarneshwor ma | 13 ft ","Gokarneshwor Municipality Ward No. 6 Office, Gokarneshwor-5, Kathmandu","27.720319747924805","85.36734771728516"
"LandIndividual",,,"For Sale - Land","5000000",,,,,"50 lakh ma 4 aana Jagga Shankharapur ma | 20 ft Ro","Salkha Tole, Center Road, Shankharapur-7, Kathmandu","0","0"
"House - Individual",,"1","For Rent - Flat & Apartment","3999","1","1",,"1","Contact Us for Flat Room Office Shifting Service","Location","27.68777084350586","85.33995056152344"
"HouseIndividual",,"2","For Rent - Flat & Apartment","71500","2","2",,"1","📍 2BHK FURNISHED FLAT 📌 KUPONDOLE ","Kupondole Kuleshwor Bridge, Kathmandu-14, Kathmandu","27.6912899017334","85.30223083496094"
"House - Individual",,,"For Rent - Office Space","17000",,"1",,,"2 office room at sankhamul","Location","27.681316375732422","85.32864379882812"
"LandCommercialUse",,,"For Sale - Land","100",,,,,"4 Ropani Prime Land Required for Project","Naxal Bhagawati Marg","27.712379455566406","85.32990264892578"
"LandCommercialUse",,,"For Rent - Land","100",,,,,"4 Ropani Prime Land Required in Kathmandu","Naxal Bhagawati Marg","27.712379455566406","85.32990264892578"
"House - Semi Commercial",,,"For Rent - Office Space","88",,"4",,,"Office Space for Rent in Tripureshwor, Kathmandu","Location","27.69371223449707","85.31128692626953"
"LandIndividual",,,"For Sale - Land","3300000",,,,,"Satungal road chandageri 8 9aana plot sale ","Chandragiri-10, Kathmandu,  Bagmati Pradesh","27.67958641052246","85.24308776855469"
"HouseIndividual",,"2","For Rent - Flat & Apartment","35000","3","First",,"1","3BHK (2 Bathroom) Flat Rent in Nagaun, Kirtipur, K","Satdobato-Lagankhel Road, Lalitpur, Lalitpur","27.666973114013672","85.32288360595703"
"House - Individual",,"1","For Rent - Flat & Apartment","18500","1","0",,"1","Flat Rent","Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu","27.75249671936035","85.35421752929688"
"Land - Plotted",,,"For Sale - Land","3650000",,,,,"urgent sale Land in harisiddi Lalitpur","Location","27.717199325561523","85.3239974975586"
"CommercialBuilding",,,"For Rent - Office Space","2900000",,"4",,,"29000 sq ft building near lazimpat ","Panipokhari, Kathmandu-3, Kathmandu","27.728099822998047","85.32405853271484"
"Land - Plotted",,,"For Rent - Land","8000000",,,,,"Land Sell Urgent Prithivi Mabi Najik","Santinagar, Nagarjun, Nagarjun Municipality, Kathmandu","27.72360610961914","85.28292846679688"
"LandIndividual",,,"For Sale - Land","6500000",,,,,"7 Aana Residential land for Sale at Maharajgunj ","Bhatbhateni, Maharajgunj, Kathmandu-3, Kathmandu","27.739200592041016","85.33921813964844"
"Bunglow",,"5","For Rent - House","350000","8","3","1","2","Bungalow For Rent | 📍Gairidhara,Kathmandu,"," Gairidhara Area, Kathmandu ","27.719100952148438","85.32620239257812"
"House - Individual",,"5","For Sale - House","31500000","5","3","2","2","4 Aana Bungalow For Sale Gaurighat  Kathmandu"," Gaurighat (Chabahil), Kathmandu ","27.715452194213867","85.3495101928711"
"Apartment Building",,"1","For Rent - Flat & Apartment","70000","2","2",,"1","2BHK Apartment For Rent | Boudha,Kathmandu"," Boudha Area, Kathmandu ","27.72304344177246","85.36466979980469"
"Apartment Building",,"1","For Rent - Flat & Apartment","60000","1","2",,"1","1 Bedroom Studio Apartment For Rent |📍Samakhusi"," Samakhusi Area, Kathmandu ","27.7273006439209","85.31749725341797"
"HouseIndividual",,"1","For Rent - Flat & Apartment","30000","1","Ground floor",,"1","2Bhk furnishe'd flat rent jhamaikhel","Jhamsikhel, Lalitpur-3, Lalitpur","27.682859420776367","85.30198669433594"
"House - Individual",,"1","For Rent - Flat & Apartment","100000","2","2",,"1","2BHK Furnished Apartment For Rent |📍Samakhusi,Ktm"," Samakhusi Area, Kathmandu ","27.7273006439209","85.31749725341797"
"ApartmentBuilding",,"1","For Rent - Flat & Apartment","40000","1","2",,"1","Furnished studio apartment rent patan Lalitpur ","Patan Durbar Square, Mha Maru Galli, Lalitpur-16, Lalitpur","27.673545837402344","85.32489013671875"
"House In a Colony",,"4","For Rent - House","72000","4","2","1","1","House For Rent | 📍Swayambhu,Kathmandu"," Swoyambhu Area, Kathmandu ","27.71489906311035","85.29029846191406"
"ApartmentBuilding",,"1","For Rent - Flat & Apartment","40000","1","2",,"1","Fully Furnished 1BHK Studio Apartment for Rent ","Patan Sundhara, To Main road, Lalitpur-7, Lalitpur","27.66918182373047","85.3304214477539"
"House - Individual",,"4","For Rent - Flat & Apartment","105000","4","2",,"1","4BHK Duplex Flat For Rent | 📍Dilibazar,Kathmandu"," Dillibazar, Kathmandu ","27.705400466918945","85.32669830322266"
"Apartment Building",,"2","For Rent - Flat & Apartment","165000","3","3",,"1","3BHK Apartment For Rent |📍Bansbari,Chakrapath,Ktm"," Bansbari Area, Kathmandu ","27.742799758911133","85.34329986572266"
"House - Individual",,"5","For Rent - House","220000","5","3","1","2","House for Rent | 📍Gairidhara-Baluwatar,Kathmandu"," Gairidhara Area, Kathmandu ","27.719100952148438","85.32620239257812"
"HouseIndividual",,"4","For Sale - House","85000000","10","4.5","4","4","House on sale at baneshwor ","Pyramid Law Associates, Kathmandu-10, Kathmandu","27.688411712646484","85.3305435180664"
"House - Individual",,"1","For Rent - Flat & Apartment","8000","1","2",,"0","Single Room","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","15000","1","0",,"0","1bk","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","7500","1","1",,"0","Single Room","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","20000","1","0",,"1","1Bhk Flat on Rent","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","25000","3","2",,"0","3bk","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","23000","2","0",,"1","2BHK Flat on Rent","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - House","7000","1","2","0","0","room rent on baneshwor","Location","27.706151962280273","85.31478881835938"
"House - Individual",,"1","For Rent - House","8000","1","2","0","0","room rent on santinagar baneshwor","Location","27.717199325561523","85.3239974975586"
"RestaurantCafe",,,"Business & Shop For Sale","765000",,,,,"Cafe on sale","Tyanglaphat, Kirtipur-1, Kathmandu","27.68406867980957","85.27972412109375"
"House - Individual",,"1","For Rent - House","8000","1","2","0","0","room rent on koteshwor","Location","27.711803436279297","85.31942749023438"
"HouseIndividual",,"4","For Rent - House","300000","10","2.5","1","1","House For Rent Baneswor","Purano Baneshowor Bazar, Devkota Sadak, Kathmandu-10, Kathmandu","27.7012996673584","85.33952331542969"
"House - Individual",,"1","For Rent - House","9000","1","2","0","0","room rent on koteshwor sahayoginagar","Location","27.71489715576172","85.32266998291016"
"House - Individual",,"1","For Rent - House","8000","1","2","0","0","room rent on sankhamul baneshwor","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"2","For Sale - House","11000000","2","1","1","1","🏡✨ कामाने–०८, गुम्बा नजिक सपनाको घर बिक्रीमा! ✨  ","Sathi Mart, Kamane-08, Hetauda, Hetauda-8, Makawanpur","27.40093994140625","85.04122161865234"
"HouseIndividual",,"1","For Rent - Flat & Apartment","22000","2","1",,"0","Flat for rent; Sanepa (Sachal)","Radiant Readers Academy, Lalitpur-2, Lalitpur","27.688894271850586","85.30594635009766"
"LandIndividual",,,"For Sale - Land","3300000",,,,,"Satungal chandageri 8 ma 9 Anna plot sale ma xa ","Our Mart, Satungal Road, Chandragiri-10, Kathmandu","27.679546356201172","85.2430191040039"
"LandAgricultural",,,"For Sale - Land","1000000",,,,,"Land for Farming Ranipauwa Kakani,code:GJBLOS 3106","Ranipauwa, Kakani-5, Nuwakot","0","0"
"HouseIndividual",,"1","For Rent - Flat & Apartment","6500","1","2",,"1","Room for rent ","Pushpalal Path, Kathmandu-17, Kathmandu,  Bagmati Pradesh","27.712566375732422","85.30277252197266"
"Others",,"25","For Sale - Commercial Building","270000000","29","6","2","2","Hotel for sale in Lazimpat with Good deals","Location","27.717199325561523","85.3239974975586"
"LandIndividual",,,"For Sale - Land","3000000",,,,,"Dhapakhel ko jagga bikrima Dhapakhel land on sale","Dhapakhel Hp, Lalitpur-15, Lalitpur","27.719696044921875","85.3496322631836"
"HouseIndividual",,"1","For Rent - Flat & Apartment","15000","1","1",,"0","Flat for rent ; Imadol (near Kist )","Kist Hospital, Mahalaxmi-1, Lalitpur","27.663009643554688","85.3351821899414"
"Land - Individual",,,"For Sale - Land","3500000",,,,,"भक्तपुर, छालिङ्गमा २ आना १ पैसा एकमुष्ट 35 लाखमा","Location","27.675960540771484","85.44002532958984"
"HouseIndividual",,"3","For Rent - Flat & Apartment","45000","3","1",,"1","Dhapasi Height (Near Krishna Mandir flat for Rent)","Dhapasi Hp_kathmandu, Kathmandu-9, Kathmandu","27.695999145507812","85.35359954833984"
"HouseIndividual",,"4","For Rent - House","220000","4","2.5","1","1","Gairedhara (Baluwatar), House for rent ","Gairidhara,kathmandu, Kathmandu-2, Kathmandu","27.731592178344727","85.34363555908203"
"Bunglow",,"5","For Sale - House","29000000","5","2.5","1","1","Bungalow For Sale at Bhaisiapti","Bhaisipati, Lalitpur-25, Lalitpur","27.652578353881836","85.30496215820312"
"Bunglow",,"5","For Sale - House","29000000","5","2.5","1","1","Bungalow For Sale at Bhaisiapti","Bhaisipati, Lalitpur-25, Lalitpur","27.652578353881836","85.30496215820312"
"Land - Individual",,,"For Sale - Land","150000",,,,,"land for sale","Location","27.54958152770996","85.33126068115234"
"HouseIndividual",,"1","For Rent - Flat & Apartment","27000","2","2",,"1","2bkh flat in mandikhatar","Mandikhatar Hight","27.737998962402344","85.34815216064453"
"CommercialBuilding",,,"For Rent - Office Space","400000",,"1ST",,,"5,000 SQ.FT COMMERCIAL SPACE FOR RENT AT BANESHWOR","Old Baneshwor, आरनिको मार्ग, Kathmandu-9, Kathmandu","27.7054500579834","85.34380340576172"
"HouseIndividual",,"One Bathroom","For Rent - Flat & Apartment","22000","Two","Tile furnished",,"Best","Flat on Rent","Naya Nagar, Prabhawati Marg, Lalitpur-13, Lalitpur,  Bagmati Pradesh","27.662113189697266","85.30970764160156"
"HouseIndividual",,"3","For Rent - House","168000","7","2.5","1","2","Full house on rent","Baluwatar Meat Store, Kathmandu-2, Kathmandu","27.722049713134766","85.32782745361328"
"HouseIndividual",,"1","For Rent - Flat & Apartment","12000","2","Ground",,"0","2 Rooms (Private Bathroom) Rent in Cheudada, LTP","Khumaltar, Lalitpur-15, Lalitpur","27.653669357299805","85.32850646972656"
"HouseIndividual",,"1","For Rent - Flat & Apartment","18000","2","1",,"1","2 BHK Flat for rent at Nakhu lalitpur ","Nakhu Bridge","85.31255340576172","27.650890350341797"
"HouseIndividual",,"1","For Rent - Flat & Apartment","50000","3","2",,"1","4 bedroom sunny apartment for Rent in NAXAL ","Gairidhara,kathmandu, Kathmandu-2, Kathmandu","27.71908950805664","85.32615661621094"
"Land - Plotted",,,"For Sale - Land","5600000",,,,,"४ आना 2 पैसा एकमुष्ट 56 लाखमा भक्तपुरमा जग्गा ।।।","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"2","For Rent - Flat & Apartment","30000","2","2",,"1","Modern 2BHK Flat for Rent in Sanepa","Location","27.718435287475586","85.32405090332031"
"House - Individual",,"2","For Rent - Flat & Apartment","30000","2","2",,"1","Modern 2BHK Flat for Rent in Sanepa","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"2","For Rent - Flat & Apartment","60000","5","Ground",,"0","5BK (2 Bathroom) Flat Rent in Buddhanagar, KTM","Buddha Nagar, Shram Marg, Kathmandu-10, Kathmandu","27.68722915649414","85.32926177978516"
"House - Individual",,"1","For Rent - Flat & Apartment","22000","2","2",,"1","2BHK Flat for Rent in Sanepa","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"1","For Rent - Flat & Apartment","22000","2","2",,"1","2BHK Flat for Rent in Sanepa","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"2","For Sale - House","26000000","4","3","1","1","4 BHK Duplex Home for Sale in Imadol ","Kamal Pokhari , Imadol, Mahalaxmi-4, Lalitpur","0","0"
"HouseIndividual",,"8","For Rent - House","300000","5","2.5","1","2","house on rent at dhapasi","Dhapasi House, Tokha-7, Kathmandu","27.743860244750977","85.32720184326172"
"House - Individual",,"3","For Rent - House","110000","4","2","1","1","🏡 4BHK Beautiful House for Rent | Dhobighat, Lali","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Rent - House","110000","4","2","1","1","🏡 4BHK Beautiful House for Rent | Dhobighat, Lali","Location","27.717199325561523","85.3239974975586"
"Apartment Building",,"1","For Rent - Flat & Apartment","55000","1","2",,"1","🏡 1BHK Fully Furnished Apartment for Rent | Jawal","Location","27.717199325561523","85.3239974975586"
"Land - Agricultural",,,"For Sale - Land","14000000",,,,,"sankhu phedi ma 14 aana jagga bikrima","Location","27.717199325561523","85.3239974975586"
"House - Semi Commercial",,"4","For Rent - House","250000","4","2","1","1","Commercial House On Rent at KaloPul, Kathmandu","Location","27.703548431396484","85.32855987548828"
"Apartment Building",,"1","For Rent - Flat & Apartment","55000","1","2",,"1","🏡 1BHK Fully Furnished Apartment for Rent | Jawal","Location","27.7142391204834","85.32225799560547"
"Land - Individual",,,"For Sale - Land","23850000",,,,,"SALE - 4.5 Aana Residential Land @ Soalteedobato","Nagarjun, Nagarjun Municipality, Kathmandu","0","0"
"LandIndividual",,,"For Sale - Land","3200000",,,,,"Land for Sale in Satungal, Ward No. 10 7aana!","Satungal, Chandragiri-10, Kathmandu","27.682519912719727","85.24896240234375"
"ApartmentBuilding",,,"For Rent - Office Space","45000",,"1","1",,"First floor apartment Available for rent","Tap Town, गैरीधारा रोड, Kathmandu-1, Kathmandu","27.71751594543457","85.32905578613281"
"Shop - Others",,,"Business & Shop For Sale","2650000",,,,,"जग्गा टोखा","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"2","For Rent - Flat & Apartment","65000","2","5th",,"1","Top flour for rent ","Laligurans Chok, बंशीधर मार्ग, Kathmandu-4, Kathmandu,  Bagmati Pradesh","27.73169708251953","85.34071350097656"
"HouseIndividual",,"3","For Rent - House","150000","4","2.5","1","1","House on rent at budhanilkantha","Budhanilkantha Narayan Temple, Kathmandu-16, Kathmandu","27.736900329589844","85.30819702148438"
"HouseIndividual",,"1","For Rent - Flat & Apartment","30000","2","TOP FLOOR",,"1","HATTIGAUDA 2BHK SEMI FURNISHED FLAT FOR RENT CAR ","Hattigauda, Golphutar Main Sadak, Budhanilakantha-7, Kathmandu","27.755348205566406","85.34786224365234"
"Apartment Building",,"2","For Rent - Flat & Apartment","35000","2","2",,"1","for rent flat","Location","0","0"
"House - Individual",,"1","For Rent - Flat & Apartment","20000","2","1",,"1","flat on rent","Location","27.718769073486328","85.29512023925781"
"HouseIndividual",,"2","For Rent - Flat & Apartment","150000","2","2",,"1"," 2BHK Fully Furnished Service Apartment for Rent","Sanepa Khaja Ghar (magarni), कालो पुल मार्ग, Sanepa, Lalitpur-2, Lalitpur","27.690980911254883","85.3053207397461"
"House - Individual",,"4","For Rent - House","350000","8","2","2","2","House For Rent at Baluwatar, Kathmandu","Location","27.717199325561523","85.3239974975586"
"House In a Colony",,"5","For Sale - House","45000000","4","2","1","1","Green Hill City Imadol","Phaudegau, Mahalaxmi Municipality, Lalitpur","0","0"
"LandIndividual",,,"For Sale - Land","6500000",,,,,"𝗙𝗢𝗥 𝗦𝗔𝗟𝗘 𝗟𝗔𝗡𝗗 𝗜𝗡 𝗕𝗔𝗙𝗔𝗟... ","Bafal, Kathmandu-13, Kathmandu","27.70359992980957","85.30127716064453"
"HouseIndividual",,"2","For Rent - Flat & Apartment","25000","2","GROUND FLOOR",,"1","BANESHWOR NEWHOUSE  2BHK FLAT FOR RENT","Baneshwor Arc Bridge, Bijulibazar Bridge, Kathmandu-11, Kathmandu","27.69049072265625","85.32846069335938"
"CommercialBuilding",,,"For Rent - Office Space","50000",,"Second",,,"4 Room Commercial Flat Rent in Putalisadak, KTM","Putali Sadak, Ram Shah Path, Kathmandu-28, Kathmandu","27.699129104614258","85.32174682617188"
"HouseIndividual",,"4","For Sale - House","10","5","2.5","1","1","24 Aana Land & House for sale at Maharajgunj, KTM","Maharajgunj Kathmandu Nepal, Kathmandu-3, Kathmandu","27.73090934753418","85.32611083984375"
"HouseIndividual",,"2","For Rent - Flat & Apartment","27000","3","ground",,"1","3bk flat with attached bathroom and lobby ","Drishti Eye Care Center, Kalanki, Kathmandu, Kathmandu-9, Kathmandu","27.695999145507812","85.35359954833984"
"Land - Plotted",,,"For Sale - Land","2650000",,,,,"jagga jga jgga tokha Tokha","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"3","For Rent - House","56000000","5","2","1","1","Modern house for sale at Bhaisepati lalitpur ","Bhaisepati, Lalitpur, Lalitpur-18, Lalitpur","27.65118980407715","85.2989730834961"
"HouseInColony",,"3","For Rent - House","90000","4","2.5","1","1","House on rent at chhauni","Chhauni, Kathmandu-15, Kathmandu","27.706680297851562","85.29241180419922"
"LandIndividual",,,"For Sale - Land","2500000",,,,,"जग्गा बिक्रीमा  बालकोट, भक्तपुर ","Balkot Khalpi, Suryabinayak-2, Bhaktapur","27.666439056396484","85.3705062866211"
"CommercialBuilding",,"1","For Rent - Office Space","75000","1","2",,,"office space on rent at baneshwor ","New Baneswor, Bhagwati marg, Kathmandu-1, Kathmandu","0","0"
"Apartment Building",,"1","For Sale - Apartment","12000000","2","5","1","1","SALE- 2BHK Furnished Apartment @ Janata Awas, LTP","Ekantakuna - Tikabhairab Road, Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur","27.643766403198242","85.3048095703125"
"Land - Individual",,,"For Sale - Land","8200000",,,,,"for sale land 3 aana sanepa( with old house)","Location","27.717199325561523","85.3239974975586"
"Bunglow",,"3","For Sale - House","48000000","3","2.5","1","2","House On Sale At Budhanilkantha ","Deuba Chowk Stop, Golphutar Main Sadak, Budhanilakantha-5, Kathmandu","27.773759841918945","85.36036682128906"
"HouseIndividual",,"1","For Rent - House","25000","2","1 Storey","1","1","House on rent in Khasibazar Kalanki Kathmandu","Khasi Bazar, Kathmandu-14, Kathmandu","27.689430236816406","85.28453826904297"
"House - Individual",,"3","For Sale - House","79900000","8","3","1","1","House For Sale at Battisputali, Kathmandu","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"5","For Sale - House","58000000","10","3","3","1","Brand New House For Sale at Baneshwor, Kathmandu","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Sale - House","122500000","9","3","2","2","Brand New House For Sale at Old Baneshwor","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"2","For Sale - House","39500000","7","3","2","2","House For Sale at Mid Baneshwor, Kathmandu","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"3","For Sale - House","39900000","7","3","2","2","House For Sale at Battisputali, Kathmandu","Location","27.717199325561523","85.3239974975586"
"HouseIndividual",,"5","For Rent - House","150000","5","2.5","1","1","House for rent at Maharagjung, Kathmandu","Bansbari Kathamandu, Kathmandu-3, Kathmandu","27.72327995300293","85.33350372314453"
"Bunglow",,"3","For Sale - House","34500000","5","3","2","2","Brand New Semi Bunglow House On Sale at Sukedhara","Location","27.717199325561523","85.3239974975586"
"LandIndividual",,,"For Sale - Land","3500000",,,,,"Land for Sale at Dhapakhel","Dhapakhel Hp, Lalitpur-15, Lalitpur","27.666500091552734","85.32360076904297"
"House - Individual",,"4","For Sale - House","32800000","6","3","2","2","Brand New House For Sale at Sukedhara, Jyotinagar","Location","27.717199325561523","85.3239974975586"
"LandIndividual",,,"For Sale - Land","1350000",,,,,"""सस्तो Jagga 52 Aana, 5km from Satdobato Ringroad""","Godawari-14, Lalitpur,  Bagmati Pradesh","27.616437911987305","85.35094451904297"
"House - Individual",,"4","For Rent - House","210000","5","3","1","1","House on rent at Baluwatar, (Garidhara) area KTM.","Location","27.723482131958008","85.32628631591797"
"HouseIndividual",,"1","For Rent - House","13000","1","SECOND FLOOR ","1","1","KATHMANDU - BALAJU 🏘️🪴  LOCATION-तारकेश्वर ५ लोल","Genial Modern Academy, Tarakeshwor-5, Kathmandu","0","0"
"House - Individual",,"3","For Sale - House","43500000","8","4","2","2","House For Sale at Bishalnagar, Kathmandu","Location","27.717199325561523","85.3239974975586"
"House - Individual",,"4","For Sale - House","39000000","6","4","3","3","House For Sale at Basundhara, Near Chowk","Location","27.717199325561523","85.3239974975586"
